buy-in date,sell-by date,shareholding,stock selection results,date of selection,whether stock selection date,position yield,index yield
2008-3-3,2008-3-31,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-2-29,TRUE,-0.175358287,-0.189113391
2008-4-1,2008-4-30,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-3-31,TRUE,-0.131908076,0.04447663
2008-5-5,2008-5-30,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-4-30,TRUE,-0.025840632,-0.087845279
2008-6-2,2008-6-30,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,宝光股份(sh600379) 凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 武汉塑料(sz000665) 博盈投资(sz000760) 华润锦华(sz000810) 飞亚股份(sz002042) 晶源电子(sz002049) 新嘉联(sz002188) ,2008-5-30,TRUE,-0.226901056,-0.226927475
2008-7-1,2008-7-31,宝光股份(sh600379) 凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 武汉塑料(sz000665) 博盈投资(sz000760) 华润锦华(sz000810) 飞亚股份(sz002042) 晶源电子(sz002049) 新嘉联(sz002188) ,旭光股份(sh600353) 凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 金德发展(sz000639) 华润锦华(sz000810) 江苏琼花(sz002002) 飞亚股份(sz002042) 晶源电子(sz002049) 新嘉联(sz002188) ,2008-6-30,TRUE,0.080089308,0.004796154
2008-8-1,2008-8-29,旭光股份(sh600353) 凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 金德发展(sz000639) 华润锦华(sz000810) 江苏琼花(sz002002) 飞亚股份(sz002042) 晶源电子(sz002049) 新嘉联(sz002188) ,凤竹纺织(sh600493) 联环药业(sh600513) 华阳科技(sh600532) 天目药业(sh600671) 金德发展(sz000639) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 广东鸿图(sz002101) 沧州明珠(sz002108) ,2008-7-31,TRUE,-0.140616772,-0.147429248
2008-9-1,2008-9-26,凤竹纺织(sh600493) 联环药业(sh600513) 华阳科技(sh600532) 天目药业(sh600671) 金德发展(sz000639) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 广东鸿图(sz002101) 沧州明珠(sz002108) ,凤竹纺织(sh600493) 联环药业(sh600513) 华阳科技(sh600532) 天目药业(sh600671) 宁波富邦(sh600768) 德赛电池(sz000049) 汇源通信(sz000586) 飞亚股份(sz002042) 广东鸿图(sz002101) 特尔佳(sz002213) ,2008-8-29,TRUE,-0.109156966,-0.061873861
2008-10-6,2008-10-31,凤竹纺织(sh600493) 联环药业(sh600513) 华阳科技(sh600532) 天目药业(sh600671) 宁波富邦(sh600768) 德赛电池(sz000049) 汇源通信(sz000586) 飞亚股份(sz002042) 广东鸿图(sz002101) 特尔佳(sz002213) ,浙江富润(sh600070) 联环药业(sh600513) 华阳科技(sh600532) 天目药业(sh600671) 西藏旅游(sh600749) 汇源通信(sz000586) 京新药业(sz002020) 江苏宏宝(sz002071) 德棉股份(sz002072) 广东鸿图(sz002101) ,2008-9-26,TRUE,-0.167752524,-0.258506191
2008-11-3,2008-11-28,浙江富润(sh600070) 联环药业(sh600513) 华阳科技(sh600532) 天目药业(sh600671) 西藏旅游(sh600749) 汇源通信(sz000586) 京新药业(sz002020) 江苏宏宝(sz002071) 德棉股份(sz002072) 广东鸿图(sz002101) ,浙江富润(sh600070) 凤竹纺织(sh600493) 华阳科技(sh600532) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 得润电子(sz002055) 江苏宏宝(sz002071) 德棉股份(sz002072) 广东鸿图(sz002101) ,2008-10-31,TRUE,0.266521066,0.099936285
2008-12-1,2008-12-31,浙江富润(sh600070) 凤竹纺织(sh600493) 华阳科技(sh600532) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 得润电子(sz002055) 江苏宏宝(sz002071) 德棉股份(sz002072) 广东鸿图(sz002101) ,浙江富润(sh600070) 凤竹纺织(sh600493) 联环药业(sh600513) 西藏旅游(sh600749) 华润锦华(sz000810) 得润电子(sz002055) 江苏宏宝(sz002071) 广东鸿图(sz002101) 湘潭电化(sz002125) 宏达经编(sz002144) ,2008-11-28,TRUE,0.139732226,-0.006666958
2009-1-5,2009-1-23,浙江富润(sh600070) 凤竹纺织(sh600493) 联环药业(sh600513) 西藏旅游(sh600749) 华润锦华(sz000810) 得润电子(sz002055) 江苏宏宝(sz002071) 广东鸿图(sz002101) 湘潭电化(sz002125) 宏达经编(sz002144) ,浙江富润(sh600070) 凤竹纺织(sh600493) 联环药业(sh600513) 华阳科技(sh600532) 天目药业(sh600671) 西藏旅游(sh600749) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 德棉股份(sz002072) ,2008-12-31,TRUE,0.156821942,0.118258038
2009-2-2,2009-2-27,浙江富润(sh600070) 凤竹纺织(sh600493) 联环药业(sh600513) 华阳科技(sh600532) 天目药业(sh600671) 西藏旅游(sh600749) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 德棉股份(sz002072) ,凤竹纺织(sh600493) 联环药业(sh600513) 天目药业(sh600671) 湖北金环(sz000615) 华润锦华(sz000810) 京新药业(sz002020) 华孚色纺(sz002042) 得润电子(sz002055) 江苏宏宝(sz002071) 宏达经编(sz002144) ,2009-1-23,TRUE,0.122297964,0.053038353
2009-3-2,2009-3-31,凤竹纺织(sh600493) 联环药业(sh600513) 天目药业(sh600671) 湖北金环(sz000615) 华润锦华(sz000810) 京新药业(sz002020) 华孚色纺(sz002042) 得润电子(sz002055) 江苏宏宝(sz002071) 宏达经编(sz002144) ,凤竹纺织(sh600493) 联环药业(sh600513) 广州浪奇(sz000523) 汇源通信(sz000586) 湖北金环(sz000615) 华润锦华(sz000810) 山东威达(sz002026) 得润电子(sz002055) 江苏宏宝(sz002071) 宏达经编(sz002144) ,2009-2-27,TRUE,0.268062737,0.171596223
2009-4-1,2009-4-30,凤竹纺织(sh600493) 联环药业(sh600513) 广州浪奇(sz000523) 汇源通信(sz000586) 湖北金环(sz000615) 华润锦华(sz000810) 山东威达(sz002026) 得润电子(sz002055) 江苏宏宝(sz002071) 宏达经编(sz002144) ,浙江富润(sh600070) 凤竹纺织(sh600493) 洪城股份(sh600566) 宁波富邦(sh600768) 武汉塑料(sz000665) 金宇车城(sz000803) 京新药业(sz002020) 天润发展(sz002113) 蓉胜超微(sz002141) 广陆数测(sz002175) ,2009-3-31,TRUE,0.124699078,0.045912935
2009-5-4,2009-5-27,浙江富润(sh600070) 凤竹纺织(sh600493) 洪城股份(sh600566) 宁波富邦(sh600768) 武汉塑料(sz000665) 金宇车城(sz000803) 京新药业(sz002020) 天润发展(sz002113) 蓉胜超微(sz002141) 广陆数测(sz002175) ,浪莎股份(sh600137) 凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 武汉塑料(sz000665) 华润锦华(sz000810) 得润电子(sz002055) 江苏宏宝(sz002071) 蓉胜超微(sz002141) 新嘉联(sz002188) ,2009-4-30,TRUE,0.085602457,0.052147789
2009-6-1,2009-6-30,浪莎股份(sh600137) 凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 武汉塑料(sz000665) 华润锦华(sz000810) 得润电子(sz002055) 江苏宏宝(sz002071) 蓉胜超微(sz002141) 新嘉联(sz002188) ,凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 武汉塑料(sz000665) 华润锦华(sz000810) 得润电子(sz002055) 江苏宏宝(sz002071) 蓉胜超微(sz002141) 宏达经编(sz002144) 新嘉联(sz002188) ,2009-5-27,TRUE,0.079405632,0.147392298
2009-7-1,2009-7-31,凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 武汉塑料(sz000665) 华润锦华(sz000810) 得润电子(sz002055) 江苏宏宝(sz002071) 蓉胜超微(sz002141) 宏达经编(sz002144) 新嘉联(sz002188) ,凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 华润锦华(sz000810) 得润电子(sz002055) 新海股份(sz002120) 银轮股份(sz002126) 宏达经编(sz002144) 新嘉联(sz002188) 三力士(sz002224) ,2009-6-30,TRUE,0.147587642,0.179426933
2009-8-3,2009-8-31,凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 华润锦华(sz000810) 得润电子(sz002055) 新海股份(sz002120) 银轮股份(sz002126) 宏达经编(sz002144) 新嘉联(sz002188) 三力士(sz002224) ,冠豪高新(sh600433) 凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 兔宝宝(sz002043) 江苏三友(sz002044) 冠福家用(sz002102) 湘潭电化(sz002125) 宏达经编(sz002144) 特尔佳(sz002213) ,2009-7-31,TRUE,-0.094347368,-0.242153151
2009-9-1,2009-9-30,冠豪高新(sh600433) 凤竹纺织(sh600493) 联环药业(sh600513) 宁波富邦(sh600768) 兔宝宝(sz002043) 江苏三友(sz002044) 冠福家用(sz002102) 湘潭电化(sz002125) 宏达经编(sz002144) 特尔佳(sz002213) ,凤竹纺织(sh600493) 联环药业(sh600513) 华阳科技(sh600532) 宁波富邦(sh600768) 华润锦华(sz000810) 兔宝宝(sz002043) 江苏三友(sz002044) 广东鸿图(sz002101) 宏达经编(sz002144) 特尔佳(sz002213) ,2009-8-31,TRUE,0.034092931,0.061665495
2009-10-9,2009-10-30,凤竹纺织(sh600493) 联环药业(sh600513) 华阳科技(sh600532) 宁波富邦(sh600768) 华润锦华(sz000810) 兔宝宝(sz002043) 江苏三友(sz002044) 广东鸿图(sz002101) 宏达经编(sz002144) 特尔佳(sz002213) ,东睦股份(sh600114) 冠豪高新(sh600433) 华阳科技(sh600532) 山东威达(sz002026) 兔宝宝(sz002043) 江苏宏宝(sz002071) 蓉胜超微(sz002141) 梅花伞(sz002174) 新嘉联(sz002188) 特尔佳(sz002213) ,2009-9-30,TRUE,0.145255356,0.091709931
2009-11-2,2009-11-30,东睦股份(sh600114) 冠豪高新(sh600433) 华阳科技(sh600532) 山东威达(sz002026) 兔宝宝(sz002043) 江苏宏宝(sz002071) 蓉胜超微(sz002141) 梅花伞(sz002174) 新嘉联(sz002188) 特尔佳(sz002213) ,冠豪高新(sh600433) 华阳科技(sh600532) 宁波富邦(sh600768) 山东威达(sz002026) 兔宝宝(sz002043) 江苏宏宝(sz002071) 湘潭电化(sz002125) 蓉胜超微(sz002141) 宏达经编(sz002144) 特尔佳(sz002213) ,2009-10-30,TRUE,0.183911532,0.070510339
2009-12-1,2009-12-31,冠豪高新(sh600433) 华阳科技(sh600532) 宁波富邦(sh600768) 山东威达(sz002026) 兔宝宝(sz002043) 江苏宏宝(sz002071) 湘潭电化(sz002125) 蓉胜超微(sz002141) 宏达经编(sz002144) 特尔佳(sz002213) ,东睦股份(sh600114) 凤竹纺织(sh600493) 华阳科技(sh600532) 力诺太阳(sh600885) 世纪光华(sz000703) 华润锦华(sz000810) 兔宝宝(sz002043) 蓉胜超微(sz002141) 宏达经编(sz002144) 特尔佳(sz002213) ,2009-11-30,TRUE,0.091625238,0.018227795
2010-1-4,2010-1-29,东睦股份(sh600114) 凤竹纺织(sh600493) 华阳科技(sh600532) 力诺太阳(sh600885) 世纪光华(sz000703) 华润锦华(sz000810) 兔宝宝(sz002043) 蓉胜超微(sz002141) 宏达经编(sz002144) 特尔佳(sz002213) ,华阳科技(sh600532) 宁波富邦(sh600768) 力诺太阳(sh600885) 华润锦华(sz000810) 兔宝宝(sz002043) 江苏宏宝(sz002071) 天润发展(sz002113) 蓉胜超微(sz002141) 宏达经编(sz002144) 特尔佳(sz002213) ,2009-12-31,TRUE,-0.003128108,-0.103901915
2010-2-1,2010-2-26,华阳科技(sh600532) 宁波富邦(sh600768) 力诺太阳(sh600885) 华润锦华(sz000810) 兔宝宝(sz002043) 江苏宏宝(sz002071) 天润发展(sz002113) 蓉胜超微(sz002141) 宏达经编(sz002144) 特尔佳(sz002213) ,旭光股份(sh600353) 国通管业(sh600444) 华阳科技(sh600532) 宁波富邦(sh600768) 力诺太阳(sh600885) 华润锦华(sz000810) 山东威达(sz002026) 兔宝宝(sz002043) 江苏宏宝(sz002071) 特尔佳(sz002213) ,2010-1-29,TRUE,0.130371393,0.024190427
2010-3-1,2010-3-31,旭光股份(sh600353) 国通管业(sh600444) 华阳科技(sh600532) 宁波富邦(sh600768) 力诺太阳(sh600885) 华润锦华(sz000810) 山东威达(sz002026) 兔宝宝(sz002043) 江苏宏宝(sz002071) 特尔佳(sz002213) ,旭光股份(sh600353) 国通管业(sh600444) 凤竹纺织(sh600493) 华阳科技(sh600532) 华润锦华(sz000810) 山东威达(sz002026) 宏达经编(sz002144) 九鼎新材(sz002201) 特尔佳(sz002213) 伊立浦(sz002260) ,2010-2-26,TRUE,0.072078127,0.019483982
2010-4-1,2010-4-30,旭光股份(sh600353) 国通管业(sh600444) 凤竹纺织(sh600493) 华阳科技(sh600532) 华润锦华(sz000810) 山东威达(sz002026) 宏达经编(sz002144) 九鼎新材(sz002201) 特尔佳(sz002213) 伊立浦(sz002260) ,长春一东(sh600148) 景谷林业(sh600265) 凤竹纺织(sh600493) 联环药业(sh600513) 洪城股份(sh600566) 华润锦华(sz000810) 江苏宏宝(sz002071) 天润发展(sz002113) 新海股份(sz002120) 湘潭电化(sz002125) ,2010-3-31,TRUE,0.017917403,-0.083165701
2010-5-4,2010-5-31,长春一东(sh600148) 景谷林业(sh600265) 凤竹纺织(sh600493) 联环药业(sh600513) 洪城股份(sh600566) 华润锦华(sz000810) 江苏宏宝(sz002071) 天润发展(sz002113) 新海股份(sz002120) 湘潭电化(sz002125) ,金证股份(sh600446) 凤竹纺织(sh600493) 联环药业(sh600513) 兔宝宝(sz002043) 浔兴股份(sz002098) 冠福家用(sz002102) 新海股份(sz002120) 新嘉联(sz002188) 九鼎新材(sz002201) 民和股份(sz002234) ,2010-4-30,TRUE,-0.041237544,-0.095883444
2010-6-1,2010-6-30,金证股份(sh600446) 凤竹纺织(sh600493) 联环药业(sh600513) 兔宝宝(sz002043) 浔兴股份(sz002098) 冠福家用(sz002102) 新海股份(sz002120) 新嘉联(sz002188) 九鼎新材(sz002201) 民和股份(sz002234) ,长春一东(sh600148) 凤竹纺织(sh600493) 联环药业(sh600513) 京新药业(sz002020) 浔兴股份(sz002098) 冠福家用(sz002102) 新海股份(sz002120) 新嘉联(sz002188) 九鼎新材(sz002201) 民和股份(sz002234) ,2010-5-31,TRUE,-0.088875282,-0.075791668
2010-7-1,2010-7-30,长春一东(sh600148) 凤竹纺织(sh600493) 联环药业(sh600513) 京新药业(sz002020) 浔兴股份(sz002098) 冠福家用(sz002102) 新海股份(sz002120) 新嘉联(sz002188) 九鼎新材(sz002201) 民和股份(sz002234) ,长春一东(sh600148) 旭光股份(sh600353) 凤竹纺织(sh600493) 西北化工(sz000791) 京新药业(sz002020) 冠福家用(sz002102) 新海股份(sz002120) 新嘉联(sz002188) 民和股份(sz002234) 伊立浦(sz002260) ,2010-6-30,TRUE,0.191428981,0.119302243
2010-8-2,2010-8-31,长春一东(sh600148) 旭光股份(sh600353) 凤竹纺织(sh600493) 西北化工(sz000791) 京新药业(sz002020) 冠福家用(sz002102) 新海股份(sz002120) 新嘉联(sz002188) 民和股份(sz002234) 伊立浦(sz002260) ,长春一东(sh600148) 凤竹纺织(sh600493) 天目药业(sh600671) 西北化工(sz000791) 兔宝宝(sz002043) 江苏三友(sz002044) 江苏宏宝(sz002071) 浔兴股份(sz002098) 新海股份(sz002120) 湘潭电化(sz002125) ,2010-7-30,TRUE,0.108481733,0.011969953
2010-9-1,2010-9-30,长春一东(sh600148) 凤竹纺织(sh600493) 天目药业(sh600671) 西北化工(sz000791) 兔宝宝(sz002043) 江苏三友(sz002044) 江苏宏宝(sz002071) 浔兴股份(sz002098) 新海股份(sz002120) 湘潭电化(sz002125) ,长春一东(sh600148) 凤竹纺织(sh600493) 华阳科技(sh600532) 天目药业(sh600671) 西北化工(sz000791) 京新药业(sz002020) 江苏三友(sz002044) 江苏宏宝(sz002071) 新海股份(sz002120) 方正电机(sz002196) ,2010-8-31,TRUE,0.038570426,0.011153249
2010-10-8,2010-10-29,长春一东(sh600148) 凤竹纺织(sh600493) 华阳科技(sh600532) 天目药业(sh600671) 西北化工(sz000791) 京新药业(sz002020) 江苏三友(sz002044) 江苏宏宝(sz002071) 新海股份(sz002120) 方正电机(sz002196) ,长春一东(sh600148) 凤竹纺织(sh600493) 天目药业(sh600671) 湖北金环(sz000615) 西北化工(sz000791) 中汇医药(sz000809) 京新药业(sz002020) 新海股份(sz002120) 万力达(sz002180) 方正电机(sz002196) ,2010-9-30,TRUE,0.087091592,0.151387976
2010-11-1,2010-11-30,长春一东(sh600148) 凤竹纺织(sh600493) 天目药业(sh600671) 湖北金环(sz000615) 西北化工(sz000791) 中汇医药(sz000809) 京新药业(sz002020) 新海股份(sz002120) 万力达(sz002180) 方正电机(sz002196) ,凤竹纺织(sh600493) 天目药业(sh600671) 新五丰(sh600975) 湖北金环(sz000615) 西北化工(sz000791) 京新药业(sz002020) 江苏宏宝(sz002071) 新海股份(sz002120) 湘潭电化(sz002125) 伊立浦(sz002260) ,2010-10-29,TRUE,0.059829134,-0.071890958
2010-12-1,2010-12-31,凤竹纺织(sh600493) 天目药业(sh600671) 新五丰(sh600975) 湖北金环(sz000615) 西北化工(sz000791) 京新药业(sz002020) 江苏宏宝(sz002071) 新海股份(sz002120) 湘潭电化(sz002125) 伊立浦(sz002260) ,凤竹纺织(sh600493) 天目药业(sh600671) 新五丰(sh600975) 湖北金环(sz000615) 西北化工(sz000791) 京新药业(sz002020) 湘潭电化(sz002125) 新嘉联(sz002188) 九鼎新材(sz002201) 伊立浦(sz002260) ,2010-11-30,TRUE,0.005539499,-0.002782922
2011-1-4,2011-1-31,凤竹纺织(sh600493) 天目药业(sh600671) 新五丰(sh600975) 湖北金环(sz000615) 西北化工(sz000791) 京新药业(sz002020) 湘潭电化(sz002125) 新嘉联(sz002188) 九鼎新材(sz002201) 伊立浦(sz002260) ,长春一东(sh600148) 凤竹纺织(sh600493) 天目药业(sh600671) 湖北金环(sz000615) 西北化工(sz000791) 湘潭电化(sz002125) 新嘉联(sz002188) 九鼎新材(sz002201) 伊立浦(sz002260) 朗科科技(sz300042) ,2010-12-31,TRUE,-0.060260979,-0.016542743
2011-2-1,2011-2-28,长春一东(sh600148) 凤竹纺织(sh600493) 天目药业(sh600671) 湖北金环(sz000615) 西北化工(sz000791) 湘潭电化(sz002125) 新嘉联(sz002188) 九鼎新材(sz002201) 伊立浦(sz002260) 朗科科技(sz300042) ,天目药业(sh600671) 湖北金环(sz000615) 西北化工(sz000791) 山东威达(sz002026) 湘潭电化(sz002125) 新嘉联(sz002188) 九鼎新材(sz002201) 伊立浦(sz002260) 梅泰诺(sz300038) 朗科科技(sz300042) ,2011-1-31,TRUE,0.137872991,0.052998365
2011-3-1,2011-3-31,天目药业(sh600671) 湖北金环(sz000615) 西北化工(sz000791) 山东威达(sz002026) 湘潭电化(sz002125) 新嘉联(sz002188) 九鼎新材(sz002201) 伊立浦(sz002260) 梅泰诺(sz300038) 朗科科技(sz300042) ,福成五丰(sh600965) 深深宝Ａ(sz000019) 西北化工(sz000791) 山东威达(sz002026) 广博股份(sz002103) 湘潭电化(sz002125) 新嘉联(sz002188) 九鼎新材(sz002201) 朗科科技(sz300042) 天龙集团(sz300063) ,2011-2-28,TRUE,-0.010284823,-0.005022287
2011-4-1,2011-4-29,福成五丰(sh600965) 深深宝Ａ(sz000019) 西北化工(sz000791) 山东威达(sz002026) 广博股份(sz002103) 湘潭电化(sz002125) 新嘉联(sz002188) 九鼎新材(sz002201) 朗科科技(sz300042) 天龙集团(sz300063) ,洪城股份(sh600566) 同达创业(sh600647) 湘潭电化(sz002125) 蓉胜超微(sz002141) 科冕木业(sz002354) 梅泰诺(sz300038) 朗科科技(sz300042) 双龙股份(sz300108) 先锋新材(sz300163) 科斯伍德(sz300192) ,2011-3-31,TRUE,-0.037611527,-0.009484099
2011-5-3,2011-5-31,洪城股份(sh600566) 同达创业(sh600647) 湘潭电化(sz002125) 蓉胜超微(sz002141) 科冕木业(sz002354) 梅泰诺(sz300038) 朗科科技(sz300042) 双龙股份(sz300108) 先锋新材(sz300163) 科斯伍德(sz300192) ,兔宝宝(sz002043) 中钢天源(sz002057) 新海股份(sz002120) 湘潭电化(sz002125) 九鼎新材(sz002201) 帝龙新材(sz002247) 丽鹏股份(sz002374) 北陆药业(sz300016) 梅泰诺(sz300038) 长城集团(sz300089) ,2011-4-29,TRUE,-0.035621726,-0.059873713
2011-6-1,2011-6-30,兔宝宝(sz002043) 中钢天源(sz002057) 新海股份(sz002120) 湘潭电化(sz002125) 九鼎新材(sz002201) 帝龙新材(sz002247) 丽鹏股份(sz002374) 北陆药业(sz300016) 梅泰诺(sz300038) 长城集团(sz300089) ,山东威达(sz002026) 兔宝宝(sz002043) 中钢天源(sz002057) 广博股份(sz002103) 新海股份(sz002120) 伊立浦(sz002260) 鼎泰新材(sz002352) 北陆药业(sz300016) 梅泰诺(sz300038) 长城集团(sz300089) ,2011-5-31,TRUE,0.032061194,0.014169299
2011-7-1,2011-7-29,山东威达(sz002026) 兔宝宝(sz002043) 中钢天源(sz002057) 广博股份(sz002103) 新海股份(sz002120) 伊立浦(sz002260) 鼎泰新材(sz002352) 北陆药业(sz300016) 梅泰诺(sz300038) 长城集团(sz300089) ,熊猫烟花(sh600599) 山东威达(sz002026) 中钢天源(sz002057) 广博股份(sz002103) 新海股份(sz002120) 帝龙新材(sz002247) 伊立浦(sz002260) 皖通科技(sz002331) 丽鹏股份(sz002374) 梅泰诺(sz300038) ,2011-6-30,TRUE,0.025214676,-0.023655674
2011-8-1,2011-8-31,熊猫烟花(sh600599) 山东威达(sz002026) 中钢天源(sz002057) 广博股份(sz002103) 新海股份(sz002120) 帝龙新材(sz002247) 伊立浦(sz002260) 皖通科技(sz002331) 丽鹏股份(sz002374) 梅泰诺(sz300038) ,雪莱特(sz002076) 新海股份(sz002120) 乐通股份(sz002319) 丽鹏股份(sz002374) 梅泰诺(sz300038) 朗科科技(sz300042) 三维丝(sz300056) 华伍股份(sz300095) 万讯自控(sz300112) 科斯伍德(sz300192) ,2011-7-29,TRUE,-0.029276873,-0.042159027
2011-9-1,2011-9-30,雪莱特(sz002076) 新海股份(sz002120) 乐通股份(sz002319) 丽鹏股份(sz002374) 梅泰诺(sz300038) 朗科科技(sz300042) 三维丝(sz300056) 华伍股份(sz300095) 万讯自控(sz300112) 科斯伍德(sz300192) ,汇源通信(sz000586) 新海股份(sz002120) 丽鹏股份(sz002374) 梅泰诺(sz300038) 朗科科技(sz300042) 三维丝(sz300056) 华伍股份(sz300095) 新开源(sz300109) 万讯自控(sz300112) 科斯伍德(sz300192) ,2011-8-31,TRUE,-0.135584569,-0.093238677
2011-10-10,2011-10-31,汇源通信(sz000586) 新海股份(sz002120) 丽鹏股份(sz002374) 梅泰诺(sz300038) 朗科科技(sz300042) 三维丝(sz300056) 华伍股份(sz300095) 新开源(sz300109) 万讯自控(sz300112) 科斯伍德(sz300192) ,汇源通信(sz000586) 新海股份(sz002120) 梅花伞(sz002174) 乐通股份(sz002319) 丽鹏股份(sz002374) 三维丝(sz300056) 华伍股份(sz300095) 双龙股份(sz300108) 万讯自控(sz300112) 科斯伍德(sz300192) ,2011-9-30,TRUE,0.079263639,0.044147442
2011-11-1,2011-11-30,汇源通信(sz000586) 新海股份(sz002120) 梅花伞(sz002174) 乐通股份(sz002319) 丽鹏股份(sz002374) 三维丝(sz300056) 华伍股份(sz300095) 双龙股份(sz300108) 万讯自控(sz300112) 科斯伍德(sz300192) ,汇源通信(sz000586) 新海股份(sz002120) 新嘉联(sz002188) 乐通股份(sz002319) 丽鹏股份(sz002374) 三维丝(sz300056) 天龙集团(sz300063) 华伍股份(sz300095) 双龙股份(sz300108) 万讯自控(sz300112) ,2011-10-31,TRUE,-0.042088779,-0.064478669
2011-12-1,2011-12-30,汇源通信(sz000586) 新海股份(sz002120) 新嘉联(sz002188) 乐通股份(sz002319) 丽鹏股份(sz002374) 三维丝(sz300056) 天龙集团(sz300063) 华伍股份(sz300095) 双龙股份(sz300108) 万讯自控(sz300112) ,中发科技(sh600520) 汇源通信(sz000586) 新海股份(sz002120) 梅花伞(sz002174) 乐通股份(sz002319) 天龙集团(sz300063) 华伍股份(sz300095) 双龙股份(sz300108) 万讯自控(sz300112) 昌红科技(sz300151) ,2011-11-30,TRUE,-0.189074015,-0.06971192
